seqnames	start	end	width	strand	score	signalValue	pValue	qValue	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
6286	chr7	100335934	100336322	389	*	90	6.43089	13.1869	9.05799	Verma_TET1_macs2_peak_12631	101752399	100336079	100367831	31753	+	0	overlapStart	0	STAG3L5P-PVRIG2P-PILRB
6287	chr7	100336405	100336644	240	*	89	7.31085	13.0142	8.90236	Verma_TET1_macs2_peak_12632	101735302	100336125	100341328	5204	+	0	inside	279	STAG3L5P
6288	chr7	100336405	100336644	240	*	89	7.31085	13.0142	8.90236	Verma_TET1_macs2_peak_12632	101752399	100336079	100367831	31753	+	0	inside	325	STAG3L5P-PVRIG2P-PILRB
6289	chr7	100428384	100428595	212	*	44	4.22307	7.89878	4.41187	Verma_TET1_macs2_peak_12633	55063	100400826	100428992	28167	-	0	inside	396	ZCWPW1
6290	chr7	100428384	100428595	212	*	44	4.22307	7.89878	4.41187	Verma_TET1_macs2_peak_12633	56257	100428790	100434118	5329	+	194	upstream	194	MEPCE
6291	chr7	100428684	100429342	659	*	18	2.8928	4.65764	1.84443	Verma_TET1_macs2_peak_12634	55063	100400826	100428992	28167	-	0	overlapStart	0	ZCWPW1
6292	chr7	100428684	100429342	659	*	18	2.8928	4.65764	1.84443	Verma_TET1_macs2_peak_12634	56257	100428790	100434118	5329	+	0	overlapStart	0	MEPCE
6293	chr7	100436641	100437038	398	*	73	5.85907	11.3427	7.38265	Verma_TET1_macs2_peak_12636	221908	100435282	100436497	1216	-	143	upstream	143	PPP1R35
6294	chr7	100478811	100479514	704	*	108	7.23937	15.0892	10.8304	Verma_TET1_macs2_peak_12638	81628	100463359	100479232	15874	-	0	overlapStart	0	TSC22D4
6295	chr7	100483985	100484621	637	*	32	3.91455	6.48181	3.24743	Verma_TET1_macs2_peak_12639	222950	100483927	100494802	10876	+	0	inside	57	NYAP1
6296	chr7	100538943	100539364	422	*	51	4.22994	8.78253	5.15144	Verma_TET1_macs2_peak_12641	3268	100539203	100568220	29018	+	0	overlapStart	0	AGFG2
6297	chr7	100585742	100585922	181	*	32	3.89154	6.43901	3.22291	Verma_TET1_macs2_peak_12642	4034	100572232	100586129	13898	-	0	inside	206	LRCH4
6298	chr7	100586032	100586656	625	*	78	5.75244	11.9138	7.89817	Verma_TET1_macs2_peak_12643	4034	100572232	100586129	13898	-	0	overlapStart	0	LRCH4
6299	chr7	100604433	100604860	428	*	60	5.22234	9.81499	6.03712	Verma_TET1_macs2_peak_12644	100129845	100589402	100604206	14805	-	226	upstream	226	PCOLCE-AS1
6300	chr7	100611967	100612179	213	*	40	4.81639	7.48364	4.05939	Verma_TET1_macs2_peak_12645	64598	100612102	100615384	3283	+	0	overlapStart	0	MOSPD3
6301	chr7	100612428	100612608	181	*	25	3.82058	5.56598	2.52887	Verma_TET1_macs2_peak_12646	64598	100612102	100615384	3283	+	0	inside	325	MOSPD3
6302	chr7	100656337	100656711	375	*	130	8.56036	17.3923	13.0053	Verma_TET1_macs2_peak_12647	51412	100643097	100656448	13352	-	0	overlapStart	0	ACTL6B
6303	chr7	100673208	100673682	475	*	14	2.62409	4.06605	1.46911	Verma_TET1_macs2_peak_12648	2783	100673567	100679174	5608	+	0	overlapStart	0	GNB2
6304	chr7	100705561	100706170	610	*	214	8.53738	26.2735	21.4786	Verma_TET1_macs2_peak_12650	10248	100706121	100707486	1366	+	0	overlapStart	0	POP7
6305	chr7	100720484	100720664	181	*	47	5.08446	8.23377	4.70156	Verma_TET1_macs2_peak_12651	2056	100720468	100723700	3233	+	0	inside	15	EPO
6306	chr7	100826832	100827156	325	*	38	4.44292	7.15092	3.80071	Verma_TET1_macs2_peak_12652	2050	100802565	100827523	24959	-	0	inside	366	EPHB4
6307	chr7	100826832	100827156	325	*	38	4.44292	7.15092	3.80071	Verma_TET1_macs2_peak_12652	56996	100826820	100867010	40191	+	0	inside	11	SLC12A9
6308	chr7	100827648	100827914	267	*	133	8.17162	17.708	13.3078	Verma_TET1_macs2_peak_12653	2050	100802565	100827523	24959	-	124	upstream	124	EPHB4
6309	chr7	100828181	100828403	223	*	35	4.44171	6.86461	3.56825	Verma_TET1_macs2_peak_12654	2050	100802565	100827523	24959	-	657	upstream	657	EPHB4
6310	chr7	100852093	100852323	231	*	42	4.59349	7.70732	4.23927	Verma_TET1_macs2_peak_12656	105375430	100837314	100852616	15303	-	0	inside	292	SLC12A9-AS1
6311	chr7	100874727	100875132	406	*	154	6.23221	19.9926	15.4828	Verma_TET1_macs2_peak_12657	51593	100875103	100888664	13562	+	0	overlapStart	0	SRRT
6312	chr7	100890390	100890598	209	*	34	4.17291	6.68208	3.41076	Verma_TET1_macs2_peak_12659	402682	100888721	100889715	995	-	674	upstream	674	UFSP1
6313	chr7	101154156	101154834	679	*	48	4.31992	8.38707	4.82705	Verma_TET1_macs2_peak_12662	1174	101154456	101161596	7141	+	0	overlapStart	0	AP1S1
6314	chr7	101179544	101179982	439	*	68	5.95356	10.7463	6.85191	Verma_TET1_macs2_peak_12665	375607	101170496	101180293	9798	-	0	inside	310	NAT16
6315	chr7	101201615	101201818	204	*	32	3.91455	6.48181	3.24743	Verma_TET1_macs2_peak_12666	346606	101195007	101201038	6032	-	576	upstream	576	MOGAT3
6316	chr7	101217535	101217937	403	*	68	5.95356	10.7463	6.85191	Verma_TET1_macs2_peak_12668	10467	101218165	101224190	6026	+	227	upstream	227	ZNHIT1
6317	chr7	101299890	101300312	423	*	38	4.17552	7.23912	3.86913	Verma_TET1_macs2_peak_12675	101927721	101299578	101301346	1769	+	0	inside	311	LNCPRESS1
6318	chr7	101308226	101308596	371	*	52	4.93221	8.94481	5.28701	Verma_TET1_macs2_peak_12676	101927746	101308270	101314800	6531	+	0	overlapStart	0	EMSLR
6319	chr7	101362771	101363040	270	*	50	5.32086	8.62428	5.00926	Verma_TET1_macs2_peak_12678	136227	101362875	101559024	196150	+	0	overlapStart	0	COL26A1
6320	chr7	102478342	102479020	679	*	70	5.66323	10.9861	7.07463	Verma_TET1_macs2_peak_12685	5439	102473118	102478907	5790	-	0	overlapStart	0	POLR2J
6321	chr7	102479192	102479567	376	*	31	3.97943	6.34024	3.15551	Verma_TET1_macs2_peak_12686	5439	102473118	102478907	5790	-	284	upstream	284	POLR2J
6322	chr7	102551583	102551764	182	*	45	4.43649	8.02213	4.51249	Verma_TET1_macs2_peak_12698	100310812	102551232	102661398	110167	+	0	inside	350	SPDYE2B
6323	chr7	102572308	102572717	410	*	102	4.95219	14.4674	10.2453	Verma_TET1_macs2_peak_12699	107983993	102538341	102572470	34130	-	0	overlapStart	0	UPK3BL2
6324	chr7	102572308	102572717	410	*	102	4.95219	14.4674	10.2453	Verma_TET1_macs2_peak_12699	548644	102537918	102572653	34736	-	0	overlapStart	0	POLR2J3
6325	chr7	102572848	102573238	391	*	87	6.22155	12.8003	8.70784	Verma_TET1_macs2_peak_12700	107983993	102538341	102572470	34130	-	377	upstream	377	UPK3BL2
6326	chr7	102572848	102573238	391	*	87	6.22155	12.8003	8.70784	Verma_TET1_macs2_peak_12700	548644	102537918	102572653	34736	-	194	upstream	194	POLR2J3
6327	chr7	102616525	102616731	207	*	78	5.53201	11.8611	7.85207	Verma_TET1_macs2_peak_12708	10156	102579646	102616757	37112	-	0	inside	25	RASA4
6328	chr7	102616957	102617197	241	*	67	5.11026	10.6469	6.76253	Verma_TET1_macs2_peak_12709	10156	102579646	102616757	37112	-	199	upstream	199	RASA4
6329	chr7	102671422	102671673	252	*	104	5.424	14.6375	10.4033	Verma_TET1_macs2_peak_12714	246721	102637049	102671641	34593	-	0	overlapStart	0	POLR2J2
6330	chr7	102671973	102672289	317	*	68	5.54528	10.769	6.86996	Verma_TET1_macs2_peak_12715	246721	102637049	102671641	34593	-	331	upstream	331	POLR2J2
6331	chr7	103075400	103075679	280	*	100	7.51224	14.21	10.0011	Verma_TET1_macs2_peak_12719	222235	102813230	103074843	261614	-	556	upstream	556	FBXL13
6332	chr7	103297429	103297651	223	*	30	3.79126	6.25141	3.07542	Verma_TET1_macs2_peak_12721	9512	103297435	103329511	32077	+	0	overlapStart	0	PMPCB
6333	chr7	104207861	104208237	377	*	32	3.4352	6.47533	3.24743	Verma_TET1_macs2_peak_12722	5001	104126341	104208047	81707	-	0	overlapStart	0	ORC5
6334	chr7	105876290	105876579	290	*	25	4.11987	5.575	2.533	Verma_TET1_macs2_peak_12729	222255	105605067	105876604	271538	-	0	inside	24	ATXN7L1
6335	chr7	105876290	105876579	290	*	25	4.11987	5.575	2.533	Verma_TET1_macs2_peak_12729	222256	105876821	106036432	159612	+	241	upstream	241	CDHR3
6336	chr7	105877305	105877532	228	*	56	5.76783	9.35409	5.64609	Verma_TET1_macs2_peak_12730	222255	105605067	105876604	271538	-	700	upstream	700	ATXN7L1
6337	chr7	106660967	106661199	233	*	56	5.55737	9.35266	5.64609	Verma_TET1_macs2_peak_12733	168455	106654360	106661158	6799	-	0	overlapStart	0	CCDC71L
6338	chr7	107044859	107045077	219	*	89	7.31085	13.0142	8.90236	Verma_TET1_macs2_peak_12734	5577	107044705	107161811	117107	+	0	inside	153	PRKAR2B
6339	chr7	107743917	107744219	303	*	49	3.9776	8.48808	4.90043	Verma_TET1_macs2_peak_12739	101927974	107739999	107744581	4583	-	0	inside	361	LOC101927974
6340	chr7	107743917	107744219	303	*	49	3.9776	8.48808	4.90043	Verma_TET1_macs2_peak_12739	79872	107743949	107761667	17719	+	0	overlapStart	0	CBLL1
6341	chr7	108569105	108569287	183	*	26	3.65358	5.75178	2.66695	Verma_TET1_macs2_peak_12742	4189	108569867	108574850	4984	+	579	upstream	579	DNAJB9
6342	chr7	108569105	108569287	183	*	26	3.65358	5.75178	2.66695	Verma_TET1_macs2_peak_12742	50640	108470417	108569666	99250	-	0	inside	378	PNPLA8
6343	chr7	108569479	108569832	354	*	64	4.26415	10.3384	6.49638	Verma_TET1_macs2_peak_12743	168451	108554543	108569750	15208	-	0	overlapStart	0	THAP5
6344	chr7	108569479	108569832	354	*	64	4.26415	10.3384	6.49638	Verma_TET1_macs2_peak_12743	4189	108569867	108574850	4984	+	34	upstream	34	DNAJB9
6345	chr7	108569479	108569832	354	*	64	4.26415	10.3384	6.49638	Verma_TET1_macs2_peak_12743	50640	108470417	108569666	99250	-	0	overlapStart	0	PNPLA8
6346	chr7	111562068	111562324	257	*	31	3.28011	6.33414	3.14962	Verma_TET1_macs2_peak_12746	83943	110663051	111562517	899467	-	0	inside	192	IMMP2L
6347	chr7	112205987	112206212	226	*	57	5.07232	9.53751	5.79001	Verma_TET1_macs2_peak_12748	11179	112206695	112343934	137240	+	482	upstream	482	ZNF277
6348	chr7	112205987	112206212	226	*	57	5.07232	9.53751	5.79001	Verma_TET1_macs2_peak_12748	9732	111726110	112206411	480302	-	0	inside	198	DOCK4
6349	chr7	112206351	112206610	260	*	87	5.81327	12.8119	8.71813	Verma_TET1_macs2_peak_12749	11179	112206695	112343934	137240	+	84	upstream	84	ZNF277
6350	chr7	112206351	112206610	260	*	87	5.81327	12.8119	8.71813	Verma_TET1_macs2_peak_12749	9732	111726110	112206411	480302	-	0	overlapStart	0	DOCK4
6351	chr7	112939486	112940057	572	*	132	8.41535	17.6398	13.2447	Verma_TET1_macs2_peak_12753	154743	112819147	112939875	120729	-	0	overlapStart	0	BMT2
6352	chr7	116525323	116525578	256	*	22	3.74533	5.20869	2.28148	Verma_TET1_macs2_peak_12759	857	116525001	116561184	36184	+	0	inside	321	CAV1
6353	chr7	118183946	118184299	354	*	73	6.29836	11.3324	7.37472	Verma_TET1_macs2_peak_12763	51691	118184144	118204035	19892	+	0	overlapStart	0	LSM8
6354	chr7	120272718	120272937	220	*	40	4.81639	7.48364	4.05939	Verma_TET1_macs2_peak_12764	3751	120273175	120750337	477163	+	237	upstream	237	KCND2
6355	chr7	120857602	120858115	514	*	54	5.847	9.1479	5.47697	Verma_TET1_macs2_peak_12767	23554	120787320	120858402	71083	-	0	inside	286	TSPAN12
6356	chr7	120950517	120951031	515	*	52	5.0941	8.90292	5.25375	Verma_TET1_macs2_peak_12768	54556	120950763	120977216	26454	+	0	overlapStart	0	ING3
6357	chr7	122304200	122304424	225	*	22	2.9521	5.15493	2.24009	Verma_TET1_macs2_peak_12770	389549	122301303	122304750	3448	-	0	inside	325	FEZF1
6358	chr7	122305146	122305326	181	*	35	4.61438	6.86769	3.57116	Verma_TET1_macs2_peak_12771	389549	122301303	122304750	3448	-	395	upstream	395	FEZF1
6359	chr7	123748715	123748965	251	*	45	4.64208	8.09902	4.57586	Verma_TET1_macs2_peak_12777	8976	123681943	123749003	67061	-	0	inside	37	WASL
6360	chr7	124033418	124033599	182	*	31	4.13896	6.35516	3.16676	Verma_TET1_macs2_peak_12778	730130	124030921	124033067	2147	-	350	upstream	350	TMEM229A
6361	chr7	125264312	125264492	181	*	45	5.39723	8.11837	4.59114	Verma_TET1_macs2_peak_12782	101928254	125229579	125264291	34713	-	20	upstream	20	LOC101928254
6362	chr7	127651853	127652284	432	*	18	2.8928	4.65764	1.84443	Verma_TET1_macs2_peak_12785	27044	127652194	128092609	440416	+	0	overlapStart	0	SND1
6363	chr7	128032830	128033032	203	*	47	5.08446	8.23377	4.70156	Verma_TET1_macs2_peak_12787	64101	128027071	128032107	5037	-	722	upstream	722	LRRC4
6364	chr7	128343797	128344051	255	*	48	5.59439	8.43215	4.85041	Verma_TET1_macs2_peak_12791	55131	128297685	128343908	46224	-	0	overlapStart	0	RBM28
6365	chr7	128361907	128362135	229	*	29	3.98103	6.08543	2.94113	Verma_TET1_macs2_peak_12793	401399	128350325	128361685	11361	-	221	upstream	221	PRRT4
6366	chr7	128455997	128456212	216	*	49	4.54952	8.54367	4.95283	Verma_TET1_macs2_peak_12794	29923	128455849	128469197	13349	+	0	inside	147	HILPDA
6367	chr7	128455997	128456212	216	*	49	4.54952	8.54367	4.95283	Verma_TET1_macs2_peak_12794	55798	128455840	128506602	50763	+	0	inside	156	METTL2B
6368	chr7	128862619	128862800	182	*	24	3.41046	5.52159	2.49402	Verma_TET1_macs2_peak_12799	110806300	128850162	128862626	12465	-	0	overlapStart	0	FLNC-AS1
6369	chr7	128862619	128862800	182	*	24	3.41046	5.52159	2.49402	Verma_TET1_macs2_peak_12799	9296	128862856	128865847	2992	+	55	upstream	55	ATP6V1F
6370	chr7	129054299	129054789	491	*	23	3.67479	5.32042	2.3621	Verma_TET1_macs2_peak_12800	23534	128954180	129055173	100994	-	0	inside	383	TNPO3
6371	chr7	129054299	129054789	491	*	23	3.67479	5.32042	2.3621	Verma_TET1_macs2_peak_12800	286016	129055223	129057239	2017	+	433	upstream	433	TPI1P2
6372	chr7	129054949	129055327	379	*	45	4.43649	8.02213	4.51249	Verma_TET1_macs2_peak_12801	23534	128954180	129055173	100994	-	0	overlapStart	0	TNPO3
6373	chr7	129054949	129055327	379	*	45	4.43649	8.02213	4.51249	Verma_TET1_macs2_peak_12801	286016	129055223	129057239	2017	+	0	overlapStart	0	TPI1P2
6374	chr7	129434199	129434442	244	*	76	5.42084	11.6366	7.6441	Verma_TET1_macs2_peak_12802	57464	129434432	129488399	53968	+	0	overlapStart	0	STRIP2
6375	chr7	129611359	129611573	215	*	48	4.78357	8.35345	4.80337	Verma_TET1_macs2_peak_12803	4899	129611720	129757082	145363	+	146	upstream	146	NRF1
6376	chr7	130070268	130070476	209	*	58	4.95843	9.65983	5.89516	Verma_TET1_macs2_peak_12810	23008	130070534	130135705	65172	+	57	upstream	57	KLHDC10
6377	chr7	130141515	130141759	245	*	35	3.86519	6.90591	3.58698	Verma_TET1_macs2_peak_12811	100128325	130141707	130142618	912	+	0	overlapStart	0	LOC100128325
6378	chr7	130205202	130205768	567	*	525	19.6361	58.1531	52.5456	Verma_TET1_macs2_peak_12812	136263	130206344	130216844	10501	+	575	upstream	575	SSMEM1
6379	chr7	130486168	130486416	249	*	68	5.00201	10.7701	6.86996	Verma_TET1_macs2_peak_12814	4232	130486171	130506465	20295	+	0	overlapStart	0	MEST
6380	chr7	130668824	130669035	212	*	71	5.92312	11.0736	7.1494	Verma_TET1_macs2_peak_12816	26958	130506238	130668748	162511	-	75	upstream	75	COPG2
6381	chr7	133082236	133082501	266	*	69	5.99638	10.8196	6.91285	Verma_TET1_macs2_peak_12825	54927	132784870	133082090	297221	-	145	upstream	145	CHCHD3
6382	chr7	134316447	134317280	834	*	165	9.19308	21.0947	16.5229	Verma_TET1_macs2_peak_12826	84912	134289332	134316930	27599	-	0	overlapStart	0	SLC35B4
6383	chr7	134459101	134459304	204	*	70	5.47852	11.0121	7.09714	Verma_TET1_macs2_peak_12827	231	134442356	134459284	16929	-	0	overlapStart	0	AKR1B1
6384	chr7	134646520	134646937	418	*	33	4.4459	6.59542	3.33465	Verma_TET1_macs2_peak_12828	669	134646811	134679816	33006	+	0	overlapStart	0	BPGM
6385	chr7	134986435	134986812	378	*	138	8.22655	18.3057	13.8766	Verma_TET1_macs2_peak_12829	340351	134986508	135147963	161456	+	0	overlapStart	0	AGBL3
6386	chr7	135170528	135170889	362	*	109	7.04336	15.1848	10.9166	Verma_TET1_macs2_peak_12830	78996	135092363	135170795	78433	-	0	overlapStart	0	CYREN
6387	chr7	135509853	135510222	370	*	129	7.70931	17.3557	12.9695	Verma_TET1_macs2_peak_12831	4850	135361795	135510127	148333	-	0	overlapStart	0	CNOT4
6388	chr7	135557641	135557862	222	*	25	3.82058	5.56598	2.52887	Verma_TET1_macs2_peak_12832	23165	135557917	135648757	90841	+	54	upstream	54	NUP205
6389	chr7	137181728	137182079	352	*	57	5.44775	9.51565	5.77406	Verma_TET1_macs2_peak_12836	349160	136685559	137182107	496549	-	0	inside	27	LOC349160
6390	chr7	138002171	138002471	301	*	16	3.13164	4.38085	1.68601	Verma_TET1_macs2_peak_12837	64764	137874979	138002086	127108	-	84	upstream	84	CREB3L2
6391	chr7	138002171	138002471	301	*	16	3.13164	4.38085	1.68601	Verma_TET1_macs2_peak_12837	6718	138002324	138118305	115982	+	0	overlapStart	0	AKR1D1
6392	chr7	139036257	139036511	255	*	50	4.45768	8.66835	5.05171	Verma_TET1_macs2_peak_12840	92092	139025706	139036042	10337	-	214	upstream	214	ZC3HAV1L
6393	chr7	139109475	139109783	309	*	51	4.22994	8.78253	5.15144	Verma_TET1_macs2_peak_12842	56829	139043515	139109720	66206	-	0	overlapStart	0	ZC3HAV1
6394	chr7	139340457	139340719	263	*	45	4.02852	8.05409	4.53572	Verma_TET1_macs2_peak_12844	100996928	139341360	139422599	81240	+	640	upstream	640	FMC1-LUC7L2
6395	chr7	139340457	139340719	263	*	45	4.02852	8.05409	4.53572	Verma_TET1_macs2_peak_12844	51631	139340359	139423457	83099	+	0	inside	97	LUC7L2
6396	chr7	139341048	139341679	632	*	57	5.20596	9.43924	5.71508	Verma_TET1_macs2_peak_12845	100996928	139341360	139422599	81240	+	0	overlapStart	0	FMC1-LUC7L2
6397	chr7	140673319	140673578	260	*	35	3.86519	6.90591	3.58698	Verma_TET1_macs2_peak_12854	90956	140672945	140696261	23317	+	0	inside	373	ADCK2
6398	chr7	141073769	141073949	181	*	41	4.18883	7.54593	4.11392	Verma_TET1_macs2_peak_12856	100507421	141074064	141480380	406317	+	114	upstream	114	TMEM178B
6399	chr7	143288563	143288780	218	*	40	4.4846	7.51519	4.08533	Verma_TET1_macs2_peak_12863	105375545	143255264	143287997	32734	-	565	upstream	565	TMEM139-AS1
6400	chr7	143288563	143288780	218	*	40	4.4846	7.51519	4.08533	Verma_TET1_macs2_peak_12863	835	143288215	143307696	19482	+	0	inside	347	CASP2
6401	chr7	143362198	143362418	221	*	35	4.28726	6.88174	3.57119	Verma_TET1_macs2_peak_12864	9715	143353400	143362770	9371	-	0	inside	351	FAM131B
6402	chr7	143380750	143381277	528	*	19	3.02139	4.7442	1.91638	Verma_TET1_macs2_peak_12865	100507507	143379692	143380495	804	-	254	upstream	254	LOC100507507
6403	chr7	143902019	143902474	456	*	81	6.12466	12.2175	8.17456	Verma_TET1_macs2_peak_12875	9747	143851375	143902198	50824	-	0	overlapStart	0	TCAF1
6404	chr7	144195139	144195557	419	*	118	6.04278	16.1403	11.8164	Verma_TET1_macs2_peak_12876	445328	144186083	144195655	9573	-	0	inside	97	ARHGEF35
6405	chr7	144196206	144196398	193	*	58	4.95843	9.65983	5.89516	Verma_TET1_macs2_peak_12877	445328	144186083	144195655	9573	-	550	upstream	550	ARHGEF35
6406	chr7	148987370	148987645	276	*	26	4.20825	5.71305	2.65715	Verma_TET1_macs2_peak_12893	102723099	148987527	148989432	1906	+	0	overlapStart	0	GHET1
6407	chr7	148987370	148987645	276	*	26	4.20825	5.71305	2.65715	Verma_TET1_macs2_peak_12893	6084	148987136	148987248	113	-	121	upstream	121	RNY1
6408	chr7	149028611	149028820	210	*	67	4.92589	10.6089	6.72549	Verma_TET1_macs2_peak_12894	9601	149003062	149028662	25601	-	0	overlapStart	0	PDIA4
6409	chr7	149090698	149091029	332	*	35	3.86519	6.90591	3.58698	Verma_TET1_macs2_peak_12895	136051	149069641	149090782	21142	-	0	overlapStart	0	ZNF786
6410	chr7	149125991	149126493	503	*	92	5.72836	13.4197	9.2694	Verma_TET1_macs2_peak_12896	155054	149102784	149126324	23541	-	0	overlapStart	0	ZNF425
6411	chr7	149125991	149126493	503	*	92	5.72836	13.4197	9.2694	Verma_TET1_macs2_peak_12896	57541	149126416	149183042	56627	+	0	overlapStart	0	ZNF398
6412	chr7	149195432	149195740	309	*	49	3.9776	8.48808	4.90043	Verma_TET1_macs2_peak_12898	8427	149195546	149226238	30693	+	0	overlapStart	0	ZNF282
6413	chr7	149239461	149239820	360	*	61	4.92804	9.93666	6.14724	Verma_TET1_macs2_peak_12899	7988	149239651	149255606	15956	+	0	overlapStart	0	ZNF212
6414	chr7	149714353	149714559	207	*	16	3.13164	4.38085	1.68601	Verma_TET1_macs2_peak_12901	84626	149714781	149734575	19795	+	221	upstream	221	KRBA1
6415	chr7	149773198	149773378	181	*	58	5.48583	9.5809	5.83183	Verma_TET1_macs2_peak_12903	168544	149764182	149773588	9407	-	0	inside	209	ZNF467
6416	chr7	149773663	149773856	194	*	23	3.67479	5.32042	2.3621	Verma_TET1_macs2_peak_12904	168544	149764182	149773588	9407	-	74	upstream	74	ZNF467
6417	chr7	150322970	150323347	378	*	38	4.15097	7.19291	3.83523	Verma_TET1_macs2_peak_12909	653857	149891191	150323725	432535	-	0	inside	377	ACTR3C
6418	chr7	150322970	150323347	378	*	38	4.15097	7.19291	3.83523	Verma_TET1_macs2_peak_12909	65999	150322639	150338156	15518	+	0	inside	330	LRRC61
6419	chr7	150379301	150379721	421	*	42	4.59349	7.70732	4.23927	Verma_TET1_macs2_peak_12911	728743	150379329	150412470	33142	+	0	overlapStart	0	LOC728743
6420	chr7	151028298	151028857	560	*	75	6.41136	11.5226	7.54335	Verma_TET1_macs2_peak_12914	11194	151028422	151047782	19361	+	0	overlapStart	0	ABCB8
6421	chr7	151058048	151058228	181	*	56	4.80227	9.35552	5.64617	Verma_TET1_macs2_peak_12915	1020	151053815	151057897	4083	-	150	upstream	150	CDK5
6422	chr7	151080704	151081057	354	*	51	4.69746	8.82946	5.18734	Verma_TET1_macs2_peak_12918	10922	151076593	151080866	4274	-	0	overlapStart	0	FASTK
6423	chr7	151227122	151227325	204	*	49	4.54952	8.54367	4.95283	Verma_TET1_macs2_peak_12919	10061	151211484	151227205	15722	-	0	overlapStart	0	ABCF2
6424	chr7	151227122	151227325	204	*	49	4.54952	8.54367	4.95283	Verma_TET1_macs2_peak_12919	114483834	151207837	151227166	19330	-	0	overlapStart	0	ABCF2-H2BE1
6425	chr7	151410227	151410937	711	*	23	3.0736	5.24005	2.30806	Verma_TET1_macs2_peak_12921	349136	151375909	151410727	34819	-	0	overlapStart	0	WDR86
6426	chr7	151440443	151440674	232	*	23	3.56104	5.35224	2.39014	Verma_TET1_macs2_peak_12922	155051	151428835	151440813	11979	-	0	inside	138	CRYGN
6427	chr7	151519704	151519899	196	*	84	5.86265	12.5169	8.43979	Verma_TET1_macs2_peak_12923	6009	151466012	151520120	54109	-	0	inside	220	RHEB
6428	chr7	151520044	151520357	314	*	48	4.65674	8.43678	4.85271	Verma_TET1_macs2_peak_12924	6009	151466012	151520120	54109	-	0	overlapStart	0	RHEB
6429	chr7	151876473	151876783	311	*	57	5.20596	9.43924	5.71508	Verma_TET1_macs2_peak_12926	100505483	151877042	151879223	2182	+	258	upstream	258	PRKAG2-AS1
6430	chr7	151876473	151876783	311	*	57	5.20596	9.43924	5.71508	Verma_TET1_macs2_peak_12926	51422	151556124	151877125	321002	-	0	inside	341	PRKAG2
6431	chr7	155070209	155070390	182	*	19	3.02139	4.7442	1.91638	Verma_TET1_macs2_peak_12932	3361	155070324	155087392	17069	+	0	overlapStart	0	HTR5A
6432	chr7	155813342	155813549	208	*	27	3.96204	5.802	2.71081	Verma_TET1_macs2_peak_12942	6469	155799980	155812463	12484	-	878	upstream	878	SHH
6433	chr7	156893273	156893534	262	*	73	6.74653	11.3001	7.35295	Verma_TET1_macs2_peak_12943	64327	156668946	156893216	224271	-	56	upstream	56	LMBR1
6434	chr7	156948844	156949145	302	*	26	3.65358	5.75178	2.66695	Verma_TET1_macs2_peak_12944	64434	156949712	156973176	23465	+	566	upstream	566	NOM1
6435	chr7	158704513	158704963	451	*	259	9.06416	30.8416	25.9175	Verma_TET1_macs2_peak_12956	54892	158631169	158704804	73636	-	0	overlapStart	0	NCAPG2
6436	chr7	158829989	158830169	181	*	27	3.73078	5.89275	2.79016	Verma_TET1_macs2_peak_12958	57488	158730995	158830253	99259	-	0	inside	83	ESYT2
6437	chr8	545457	545703	247	*	82	6.66885	12.3598	8.29702	Verma_TET1_macs2_peak_12962	157695	489792	545781	55990	-	0	inside	77	TDRP
6438	chr8	1816391	1816614	224	*	16	2.97875	4.28911	1.62118	Verma_TET1_macs2_peak_12970	693181	1817231	1817307	77	+	616	upstream	616	MIR596
6439	chr8	7355190	7355414	225	*	83	5.45674	12.4554	8.3831	Verma_TET1_macs2_peak_12978	100128890	7298744	7355359	56616	-	0	overlapStart	0	FAM66B
6440	chr8	8386711	8386891	181	*	57	5.20596	9.43924	5.71508	Verma_TET1_macs2_peak_12994	157285	8317736	8386439	68704	-	271	upstream	271	PRAG1
6441	chr8	11769413	11769924	512	*	28	3.42424	5.99714	2.87768	Verma_TET1_macs2_peak_13016	252969	11769639	11787345	17707	+	0	overlapStart	0	NEIL2
6442	chr8	12193758	12194033	276	*	32	3.91455	6.48181	3.24743	Verma_TET1_macs2_peak_13019	619423	12194467	12196280	1814	+	433	upstream	433	FAM85A
6443	chr8	12194747	12195139	393	*	39	3.82709	7.34635	3.96368	Verma_TET1_macs2_peak_13020	619423	12194467	12196280	1814	+	0	inside	279	FAM85A
6444	chr8	17027611	17027877	267	*	68	5.51247	10.7083	6.81871	Verma_TET1_macs2_peak_13038	286097	17027238	17122642	95405	+	0	inside	372	MICU3
6445	chr8	17155736	17155973	238	*	45	5.39723	8.11837	4.59114	Verma_TET1_macs2_peak_13039	51201	17156482	17224799	68318	+	508	upstream	508	ZDHHC2
6446	chr8	17246895	17247284	390	*	19	3.02139	4.7442	1.91638	Verma_TET1_macs2_peak_13040	137492	17246931	17298024	51094	+	0	overlapStart	0	VPS37A
6447	chr8	17246895	17247284	390	*	19	3.02139	4.7442	1.91638	Verma_TET1_macs2_peak_13040	29883	17224966	17246878	21913	-	16	upstream	16	CNOT7
6448	chr8	17800794	17801135	342	*	32	3.91455	6.48181	3.24743	Verma_TET1_macs2_peak_13042	57509	17643795	17800917	157123	-	0	overlapStart	0	MTUS1
